County,CountyFIPS,Age Group (5-year),Age Sorting Variable,Sex,Total Population 2020,Total Population 2021,Total Population 2022,Total Population 2023,Total Population 2024,Total Population 2025
Pacific,49,50-54,11,Male,691.0576972,666.8684916,657.5899838,643.7514115,631.9963114,629.78
Pacific,49,55-59,12,Male,834.0693092,812.6944159,791.2899266,767.5151465,744.3069319,707.68
Pacific,49,55-59,12,Female,903.0750562,878.9598173,857.0089126,829.5307511,794.9938822,756.45
Pacific,49,60-64,13,Female,1174.1,1094.96,1088.28,1080.26,1059.87,1003.44
Pacific,49,60-64,13,Male,1032.09,979.1954958,998.9089956,994.8025924,984.7344909,935.04
Pacific,49,65-69,14,Male,1226.1,1188.35,1195.62,1196.93,1169.06,1127.73
Pacific,49,65-69,14,Female,1374.11,1354.06,1375.33,1369.99,1351.72,1275.15
Pacific,49,70-74,15,Male,1046.09,1103.15,1161.16,1199.09,1241.5,1224.86
Pacific,49,70-74,15,Female,1086.09,1137.14,1191.29,1246.94,1292.14,1355.63
Pacific,49,75-79,16,Female,686.05697,741.0819682,796.7468399,846.3977602,900.933716,955.85
Pacific,49,75-79,16,Male,653.0546668,699.1406912,747.568045,816.2044312,879.1053199,942.1
Pacific,49,80-84,17,Female,375.0311704,404.7854661,436.8712712,484.300645,521.6511179,568.48
Pacific,49,80-84,17,Male,362.0301774,397.905139,433.6279257,460.370036,486.2584987,515.35
Pacific,49,40-44,18,Female,531.0441275,547.0255684,558.1852123,589.77785,607.4044661,639.14
Pacific,49,85+,18,Male,243.0757489,260.2267581,276.3774658,291.4152873,311.2574936,333.66
Pacific,49,85+,18,Female,308.0258495,324.4228634,337.9924472,353.0756608,373.9595163,398.22
Pacific,49,40-44,18,Male,599.0500176,609.1294129,626.5892096,653.6743716,643.9387988,640.33
Pend Oreille,51,0-4,1,Female,262.0833487,251.7816182,264.5725687,262.9448664,271.0601821,283.51
Pend Oreille,51,0-4,1,Male,284.0903474,286.9990998,289.2711103,286.0569968,287.7197422,296.83
Pend Oreille,51,9-May,2,Female,344.1094356,327.4436771,314.3526653,300.1629625,288.7728446,279.3
Pend Oreille,51,9-May,2,Male,325.1033905,311.411086,305.1936214,304.2857137,309.0012094,310.08
Pend Oreille,51,14-Oct,3,Male,438.1393379,416.6949592,402.5833615,380.7967836,359.6909341,350.24
Pend Oreille,51,14-Oct,3,Female,375.1192973,375.5189462,375.4805496,376.3949039,371.9404222,368.54
Pend Oreille,51,15-19,4,Female,336.10689,353.2597585,355.7779295,355.4359889,366.9050214,379.3
Pend Oreille,51,15-19,4,Male,425.1352037,448.6676573,458.5070326,441.0059625,448.9112594,445.18
Pend Oreille,51,20-24,5,Female,224.0712603,240.5801843,228.440631,239.0952918,255.9651128,281.14
Pend Oreille,51,20-24,5,Male,257.0817589,274.6523333,256.8251928,273.3834397,288.6493936,320.11
Pend Oreille,51,25-29,6,Female,245.0779412,235.3696561,228.1680721,225.8660442,234.4014189,251.98
Pend Oreille,51,25-29,6,Male,272.0865305,269.2284956,269.4167162,263.149078,269.0154762,283.25
Pend Oreille,51,30-34,7,Male,282.089711,299.5545772,319.3980869,335.2487532,328.452127,317.87
Pend Oreille,51,30-34,7,Female,288.0916204,301.3850377,315.1561422,320.6328689,310.554984,297.81
Pend Oreille,51,35-39,8,Male,339.1078454,337.4104,347.7138883,349.2024434,361.8366929,364.91
Pend Oreille,51,35-39,8,Female,351.1116618,356.2150685,364.7291555,360.7266253,371.8320411,375.77
Pend Oreille,51,45-49,10,Male,348.1107081,339.0120651,342.0807324,351.7634125,359.0527587,361.73
Pend Oreille,51,45-49,10,Female,372.118343,360.5127224,357.4518933,355.0170324,356.3852902,360.04
Pend Oreille,51,50-54,11,Male,413.1313865,402.0146635,401.7391556,413.2049736,401.815143,381.3
Pend Oreille,51,50-54,11,Female,400.1272515,378.8788431,374.4543401,373.2167117,375.0899892,383.67
Pend Oreille,51,55-59,12,Male,532.1692443,510.2283164,502.0090139,476.7834508,461.6566663,448.57
Pend Oreille,51,55-59,12,Female,564.1794244,547.7761933,526.9663226,490.0839454,459.5285131,424.23
Pend Oreille,51,60-64,13,Male,645.2051931,622.1323131,606.2417971,595.5237585,587.1052159,563.52
Pend Oreille,51,60-64,13,Female,663.2109193,649.9492321,644.6446756,635.4250778,621.4284459,607.61
Pend Oreille,51,65-69,14,Female,615.195649,643.0191451,673.5600747,702.5586954,704.2315412,693.12
Pend Oreille,51,65-69,14,Male,660.2099651,660.3271368,668.1110366,666.2575072,665.4450596,649.58
Pend Oreille,51,70-74,15,Female,502.159701,511.9452354,534.3249388,552.4028396,578.1218941,605.88
Pend Oreille,51,70-74,15,Male,572.1819701,589.4202961,607.3639849,623.0403302,629.0949548,626.43
Pend Oreille,51,75-79,16,Female,377.1199351,407.8147758,425.9077882,441.6548313,448.4325468,452.54
Pend Oreille,51,75-79,16,Male,362.1151625,384.0217447,411.3742098,441.5676916,464.3312737,491.83
Pend Oreille,51,80-84,17,Female,151.0480377,168.9508294,195.819824,230.5314648,270.2665206,308.1
Pend Oreille,51,80-84,17,Male,187.0594902,201.0129827,215.8332091,228.4755718,244.6158666,267.17
Pend Oreille,51,40-44,18,Female,335.1065729,350.363437,366.2383856,387.0917282,399.3784142,397.96
Pend Oreille,51,85+,18,Female,191.060763,184.2993499,179.6916592,176.1795402,175.7442634,180.27
Pend Oreille,51,85+,18,Male,121.0384937,126.1427818,131.5868644,138.6370664,149.4662965,163.01
Pend Oreille,51,40-44,18,Male,337.1072089,348.2593809,361.2673704,368.4536477,371.3594844,374.92
Pierce,53,0-4,1,Female,27399,27384.94,27546,27644.83,27174.97,26956.05
Pierce,53,0-4,1,Male,28672,28590.46,28803.86,28995.15,28658.68,28215.2
Pierce,53,9-May,2,Female,29307,29161.44,29227.83,29320.92,29255.63,29255.17
Pierce,53,9-May,2,Male,30744,30624.32,30689.86,30759.21,30651.4,30618.68
Pierce,53,14-Oct,3,Female,29968,30257.06,30576.09,30862.39,30865.85,30819.31
Pierce,53,14-Oct,3,Male,31079,31391.95,31797.51,32207.15,32318.85,32354
Pierce,53,15-19,4,Male,30070,30884.56,30647.41,31530.71,32104.85,32383.49
Pierce,53,15-19,4,Female,27841,28522.81,28695.66,29415.18,29858.27,30065.23
Pierce,53,20-24,5,Male,33369,33187.72,33774.33,32768.46,32594.31,32861.49
Pierce,53,20-24,5,Female,28816,28755.39,29962.98,28649.46,29151.13,29348.42
Pierce,53,25-29,6,Female,32396,31300.5,30570.25,29566.31,29323.97,29516.07
Pierce,53,25-29,6,Male,34277,33490.73,32860.57,32077.15,31522.37,31482.1
Pierce,53,30-34,7,Male,34577,34993.87,34981.69,35223.96,34986,34409.35
Pierce,53,30-34,7,Female,34571,34853.43,34728.63,34736.08,34492.95,33769.27
Pierce,53,35-39,8,Male,33711,34476.84,34860.31,35123.99,35058.81,35324.96
Pierce,53,35-39,8,Female,33831,34582.32,34939.61,35361.18,35359.36,35722.65
Pierce,53,45-49,10,Female,27563,27323.97,27634.84,28445.88,29265.74,29893.15
Pierce,53,45-49,10,Male,27449,26769.64,26801.75,27661.38,28437.83,29026.17
Pierce,53,50-54,11,Female,28430,28401.42,28304.95,28187.86,27813.04,27388.68
Pierce,53,50-54,11,Male,27674,27876.56,28034.32,27828.45,27226.06,26731.77
Pierce,53,55-59,12,Male,28922,28352.34,27664.93,27183.91,26772.06,26839.44
Pierce,53,55-59,12,Female,29809,29174.78,28690.36,28210.61,27837.36,27959.79
Pierce,53,60-64,13,Male,26873,27230.32,27521.06,27694.85,27672.06,27635.97
Pierce,53,60-64,13,Female,29409,29519.74,29555.68,29610.6,29270.02,29012.25
Pierce,53,65-69,14,Male,21810,22473.81,23247.9,24037.26,24574.13,25169.51
Pierce,53,65-69,14,Female,24749,25555.07,26375.99,27253.49,27871.02,28413.67
Pierce,53,70-74,15,Male,16805,17487.98,18064.17,18773.11,19279.67,19826.43
Pierce,53,70-74,15,Female,19414,20341.11,21184.01,22058.82,22821.25,23497.3
Pierce,53,75-79,16,Female,12901,13767.82,14724.58,15806.94,16861.99,17815.39
Pierce,53,75-79,16,Male,10588,11365.99,12162.12,12999.9,13779.41,14484.87
Pierce,53,80-84,17,Female,8368,8733.15,9139.31,9692.43,10250.41,10905.77
Pierce,53,80-84,17,Male,6054,6364.05,6740.81,7154.8,7706.7,8293.69
Pierce,53,40-44,18,Male,29173,30087.22,31028.13,32115.51,33121.06,33916.39
Pierce,53,85+,18,Female,8913,8996.03,9021.9,9231.01,9522.87,9868.27
Pierce,53,85+,18,Male,5112,5211.59,5272.31,5433.89,5610.49,5868.25
Pierce,53,40-44,18,Female,29749,30709.06,31568.3,32677.17,33529.45,34251.78
San Juan,55,0-4,1,Male,272.1529986,261.6009511,272.6946977,278.3143852,271.3139373,265.83
San Juan,55,0-4,1,Female,278.1563709,272.3119836,258.7233811,254.281391,244.536932,248.45
San Juan,55,9-May,2,Female,346.1946224,331.3614239,320.5970036,310.6512549,300.801553,297.73
San Juan,55,9-May,2,Male,340.1912476,325.5023365,315.4564667,305.7097326,294.7219769,291.68
San Juan,55,14-Oct,3,Male,408.2294968,406.7821072,411.286591,406.3312572,394.8877543,376.06
San Juan,55,14-Oct,3,Female,412.2317478,411.8219775,415.3991176,410.301155,398.9259484,380.07
San Juan,55,15-19,4,Male,354.1991223,376.6664443,397.6275915,402.5603428,428.8127785,446.47
San Juan,55,15-19,4,Female,360.2024947,379.1010509,392.3539832,408.0373638,429.7204154,445.51
San Juan,55,20-24,5,Female,291.1636862,302.1125078,298.2835779,312.5444452,321.1745881,337.26
San Juan,55,20-24,5,Male,261.1468112,270.4820707,261.952371,272.1090998,281.3168809,299.74
San Juan,55,25-29,6,Female,329.185059,321.8051314,312.9945001,301.339183,312.9494816,325.98
San Juan,55,25-29,6,Male,345.1940606,324.3140208,303.2515835,300.2852794,304.5939142,307.61
San Juan,55,30-34,7,Female,420.2362478,421.4761578,433.7347244,428.072385,412.5612571,387.56
San Juan,55,30-34,7,Male,415.2334346,420.0272498,428.3830643,416.4959276,408.7010963,390.81
San Juan,55,35-39,8,Female,439.246935,456.7575557,472.0833307,491.5829845,497.7335083,502.26
San Juan,55,35-39,8,Male,481.2705601,482.3371908,494.0053667,490.0876139,481.0432663,478.95
San Juan,55,45-49,10,Female,464.2609965,467.5629718,479.8117681,494.4734798,517.7903443,536.38
San Juan,55,45-49,10,Male,437.2458102,435.7029569,451.4988183,475.4956618,487.0857149,506.01
San Juan,55,50-54,11,Male,500.2812473,487.9249226,503.762984,506.5251034,511.812829,502.11
San Juan,55,50-54,11,Female,551.3099345,527.5123015,529.149584,525.1556374,517.7164805,504.15
San Juan,55,55-59,12,Female,688.3869963,653.8224491,639.5060062,619.5112086,601.6816489,592.72
San Juan,55,55-59,12,Male,628.3532465,606.7920529,596.0010635,580.2959387,561.3929932,562.12
San Juan,55,60-64,13,Female,961.540556,902.7902614,868.35808,825.5256908,781.8170635,736.9
San Juan,55,60-64,13,Male,783.4404335,750.5625117,732.5712237,712.8636438,696.0939055,674.57
San Juan,55,65-69,14,Female,1036.58,1033.19,1058.43,1061.74,1039.16,1008.55
San Juan,55,65-69,14,Male,894.5028707,868.5838474,866.5012791,860.723246,847.3985881,819.17
San Juan,55,70-74,15,Male,944.530995,947.2644449,955.2159468,933.3315521,911.3750397,880.25
San Juan,55,70-74,15,Female,970.5456201,999.7820456,1016.65,1031.6,1047.62,1047.4
San Juan,55,75-79,16,Female,567.3189348,628.7202847,696.2457037,766.8456762,838.0951885,897.05
San Juan,55,75-79,16,Male,621.3493094,665.4718611,712.3257318,772.2406529,808.0787304,840.53
San Juan,55,80-84,17,Female,311.1749361,343.4701564,374.2838943,409.6013916,442.8794582,485.28
San Juan,55,80-84,17,Male,328.1844984,360.5707559,389.3603295,419.0171474,454.4903054,495.15
San Juan,55,85+,18,Female,229.1287936,242.8167719,258.6951468,279.2546399,305.6759012,334.6
San Juan,55,40-44,18,Male,452.2542467,471.2051091,496.0163765,516.6735835,530.0440878,535.05
San Juan,55,40-44,18,Female,466.2621226,479.3648466,503.8362459,517.8782773,518.5919341,514.31
San Juan,55,85+,18,Male,197.1108116,212.434026,232.9554876,252.5450434,272.4062504,295.77
Skagit,57,0-4,1,Male,3670,3582,3588.94,3587.41,3552.2,3527.95
Skagit,57,0-4,1,Female,3464,3419.08,3442.18,3406.64,3398.94,3379.69
Skagit,57,9-May,2,Male,3982,3903.08,3878.29,3833,3803.33,3807.27
Skagit,57,9-May,2,Female,3837,3738.72,3697.45,3639.29,3597.13,3593.17
Skagit,57,14-Oct,3,Female,4092,4063.24,4047.28,4000.75,3943.72,3909.03
Skagit,57,14-Oct,3,Male,4157,4124.16,4126.35,4102.46,4071.66,4062.97
Skagit,57,15-19,4,Male,3879,3908,3890.44,3944.34,3993.12,4046.94
Skagit,57,15-19,4,Female,3616,3699.69,3695.05,3799.92,3884.93,3965.75
Skagit,57,20-24,5,Female,3189,3270.14,3243.24,3314.92,3355.56,3439.17
Skagit,57,20-24,5,Male,3480,3527.67,3495.48,3470.61,3451.87,3516.4
Skagit,57,25-29,6,Male,3811,3728.35,3671.12,3669.11,3717.64,3796.23
Skagit,57,25-29,6,Female,3806,3662.81,3560.49,3466.54,3487.4,3556.02
Skagit,57,30-34,7,Male,4013,4101.79,4176.56,4137.96,4149.6,4116.76
Skagit,57,30-34,7,Female,4003,4062.23,4132.04,4128.72,4153.61,4099.96
Skagit,57,35-39,8,Female,4126,4221.18,4286.93,4268.11,4296.53,4343.39
Skagit,57,35-39,8,Male,4198,4267.58,4289.04,4305.27,4317.65,4375.03
Skagit,57,45-49,10,Female,3581,3511.35,3525.95,3573.88,3650.23,3719.66
Skagit,57,45-49,10,Male,3447,3429.41,3514.19,3648.31,3751.14,3904.53
Skagit,57,50-54,11,Female,3682,3681.83,3753.32,3766.25,3750.68,3711.43
Skagit,57,50-54,11,Male,3639,3637.43,3667.61,3634.8,3630.68,3549.85
Skagit,57,55-59,12,Female,4376,4207.94,4094.23,3980.74,3894.75,3833.64
Skagit,57,55-59,12,Male,4069,3963.62,3896.7,3791.79,3693.68,3756.33
Skagit,57,60-64,13,Female,4824,4718.3,4738.23,4657.23,4608.45,4530.25
Skagit,57,60-64,13,Male,4324,4277.96,4299.1,4269.65,4280.78,4176.66
Skagit,57,65-69,14,Female,4894,4884.12,4948.75,4953.95,4992.71,4915.63
Skagit,57,65-69,14,Male,4331,4311.19,4368.91,4377.83,4392.49,4367.55
Skagit,57,70-74,15,Female,4223,4346.13,4443.42,4520.76,4604.81,4706.26
Skagit,57,70-74,15,Male,3760,3873.23,4003.41,4075.37,4162.02,4172.96
Skagit,57,75-79,16,Male,2464,2613.57,2809.52,2992.13,3157.22,3331.07
Skagit,57,75-79,16,Female,2824,3014.02,3233.79,3415.93,3614.83,3806.29
Skagit,57,80-84,17,Female,1771,1853.88,1945.91,2085.78,2225.42,2376.28
Skagit,57,80-84,17,Male,1553,1621.26,1700.32,1764.83,1878.55,1985.34
Skagit,57,85+,18,Female,1908,1900.52,1892.3,1913.76,1962.94,2049.55
Skagit,57,40-44,18,Male,3680,3867.59,4033.18,4163.31,4306.82,4376.45
Skagit,57,40-44,18,Female,3566,3708.06,3837.16,3966.72,4118.19,4279.18
Skagit,57,85+,18,Male,1284,1298.89,1323.11,1371.92,1448.73,1515.36
Skamania,59,0-4,1,Female,233.200966,229.2465514,226.4106796,222.2771059,219.8010561,216.52
Skamania,59,0-4,1,Male,266.229429,257.6602415,250.9702163,253.313292,239.3524785,219.37
Skamania,59,9-May,2,Female,319.2751423,301.0816231,284.9999728,270.12385,256.5417725,246.23
Skamania,59,9-May,2,Male,301.259617,292.0417771,288.0539284,284.2797962,281.7024085,279.72
Skamania,59,14-Oct,3,Male,356.3070554,349.8189506,344.8855276,335.3361745,326.8760087,317.41
Skamania,59,14-Oct,3,Female,340.2932551,349.8020607,354.3179782,354.4515675,348.0032317,334.54
Skamania,59,15-19,4,Female,244.2104537,261.7941587,275.4732554,292.8526601,315.8641976,343.68
Skamania,59,15-19,4,Male,320.2760048,337.8225607,346.1809295,343.9617127,354.6707759,360.78
Skamania,59,20-24,5,Male,206.1776781,218.68508,206.0465103,216.3273301,224.2440823,247.1
Skamania,59,20-24,5,Female,194.1673279,196.294963,192.3636132,199.3925859,203.21856,212.88
Skamania,59,25-29,6,Male,237.2044161,234.8027864,227.2382858,225.9338417,221.3748171,230.8
Skamania,59,25-29,6,Female,267.2302915,243.0682359,228.9597434,214.4137951,207.0526164,220.18
Skamania,59,30-34,7,Male,331.2854925,337.6360048,334.2727191,316.554904,299.791903,285.09
Skamania,59,30-34,7,Female,360.3105054,363.1063659,354.8764902,340.7546992,328.1329641,295.83
Skamania,59,35-39,8,Female,377.3251682,390.7562534,404.2687494,413.9089055,416.3345528,412.73
Skamania,59,35-39,8,Male,346.2984302,365.9276812,383.0080059,394.8698733,400.1171766,378.68
Skamania,59,45-49,10,Male,375.3234432,374.3699103,382.6983828,393.5941753,401.8459946,402.23
Skamania,59,45-49,10,Female,357.3079179,365.1786087,383.8561683,393.6304751,414.9277154,426.85
Skamania,59,50-54,11,Male,406.3501811,390.165869,391.2746653,386.4455172,388.3743357,385.61
Skamania,59,50-54,11,Female,380.3277557,377.3247361,380.4330275,393.8843427,391.8202033,389.07
Skamania,59,55-59,12,Female,463.3993445,446.8284512,439.7093351,431.1857071,413.728699,406.74
Skamania,59,55-59,12,Male,565.487321,551.5809982,519.8263827,483.6236256,448.6378141,414.34
Skamania,59,60-64,13,Male,524.4519579,526.1155013,547.3694335,563.1698674,568.4199711,574.25
Skamania,59,60-64,13,Female,565.487321,555.3270595,539.3427395,517.0766106,508.4358605,488.5
Skamania,59,65-69,14,Male,525.4528204,527.1625183,528.7007263,527.9346938,525.9188419,519.3
Skamania,59,65-69,14,Female,467.4027945,494.6633178,525.0725392,547.3893451,559.555948,562.44
Skamania,59,70-74,15,Female,322.2777299,340.7555849,369.7131994,392.7094877,416.7993641,445.88
Skamania,59,70-74,15,Male,379.3268932,403.7751052,431.1695116,452.6561947,472.6536593,495.32
Skamania,59,75-79,16,Male,236.2035536,254.9863825,275.5291457,296.3833806,313.0507029,333.24
Skamania,59,75-79,16,Female,220.1897533,236.5359893,249.686816,267.0794411,282.174017,297.92
Skamania,59,80-84,17,Female,95.08193893,114.5025069,134.4671444,154.0722521,171.6558663,189.04
Skamania,59,80-84,17,Male,100.0862515,114.3836416,130.6683299,144.2372732,159.9194511,180.74
Skamania,59,40-44,18,Female,383.3303433,394.7104973,403.8457008,407.4816437,412.9886451,422.6
Skamania,59,40-44,18,Male,366.3156805,371.1049604,374.5161863,368.8322581,370.1946966,390.98
Skamania,59,85+,18,Male,81.06986372,87.26565805,88.70980505,92.9780159,100.4814868,104.58
Skamania,59,85+,18,Female,88.07590133,93.71740914,101.0841555,106.8835992,110.3381254,118.84
Snohomish,61,0-4,1,Female,25022,24777.77,24986.61,24843.65,24698.17,24269.59
Snohomish,61,0-4,1,Male,25711,25530.51,25907.93,26012.81,25888.67,25776.19
Snohomish,61,9-May,2,Female,25768,25933.28,26337.66,26629.05,26822.85,26916.98
Snohomish,61,9-May,2,Male,27250,27345.25,27619.2,27730.23,27733.31,27659.65
Snohomish,61,14-Oct,3,Male,27293,27725.11,28297.44,28732.89,28960.22,28956.01
Snohomish,61,14-Oct,3,Female,26099,26486.19,26919.35,27224.49,27367.09,27350.49
Snohomish,61,15-19,4,Male,25638,26082.32,26174.32,26855.52,27418.52,27803.4
Snohomish,61,15-19,4,Female,23733,24404.17,24446.22,25307.49,25998.82,26437.95
Snohomish,61,20-24,5,Female,22188,23016.89,22938.54,23477.28,23468.11,23612.94
Snohomish,61,20-24,5,Male,24479,25039.48,24804.35,24732.38,24338.98,24312.07
Snohomish,61,25-29,6,Female,26503,25391.33,24777.05,24467.81,24841.34,25249.65
Snohomish,61,25-29,6,Male,27636,26737.08,26386.09,26340.74,26842.32,27185.82
Snohomish,61,30-34,7,Male,32232,32498.78,32331.13,32736.71,32027.79,31577.12
Snohomish,61,30-34,7,Female,31667,32188.12,32033.1,32206.05,31215.92,30372.97
Snohomish,61,35-39,8,Male,33140,33906.24,34392.04,35025.3,34980.92,35195.44
Snohomish,61,35-39,8,Female,32199,33548.63,34427.94,35297.37,34913.93,34798.6
Snohomish,61,45-49,10,Male,26687,26051.67,26207.61,26866.55,27768.19,28181.35
Snohomish,61,45-49,10,Female,26195,25722.9,26087.49,26711.36,27574,27723.92
Snohomish,61,50-54,11,Male,27163,27349.5,27360.28,26874.66,26277.24,25733.16
Snohomish,61,50-54,11,Female,27003,27117.01,27198.48,26962.05,26446.6,25794.26
Snohomish,61,55-59,12,Female,28283,27812.06,27222.29,26725.23,26173.4,26343.63
Snohomish,61,55-59,12,Male,28193,27433.41,26753.62,26172.17,25754.11,25770.9
Snohomish,61,60-64,13,Male,25834,26111.92,26384.75,26476.79,26353.64,26311.83
Snohomish,61,60-64,13,Female,26683,27005.69,27305.7,27375,27313.13,27273.28
Snohomish,61,65-69,14,Female,22489,23183.36,23947.34,24612.37,25175.57,25644.71
Snohomish,61,65-69,14,Male,20088,20810.73,21599.4,22258.74,22900.75,23443.47
Snohomish,61,70-74,15,Male,14634,15343.91,16008.7,16706.92,17246.73,17923.54
Snohomish,61,70-74,15,Female,17203,18189.67,19140.38,19954.2,20645.79,21203.3
Snohomish,61,75-79,16,Male,9052,9717.22,10423.34,11123.77,11833.29,12470
Snohomish,61,75-79,16,Female,11126,11906.99,12809.59,13809.08,14804.3,15700.97
Snohomish,61,80-84,17,Female,7185,7534.17,7918.27,8294.12,8770.86,9327.25
Snohomish,61,80-84,17,Male,5120,5367.53,5707.93,6089.07,6477.23,6979.12
Snohomish,61,40-44,18,Male,28742,29568.84,30399.28,31576.75,32737.07,33690.34
Snohomish,61,85+,18,Female,7710,7773.21,7804.97,7947.23,8188.3,8459.26
Snohomish,61,40-44,18,Female,27639,28756.18,29788.9,31118.32,32435.16,33440.98
Snohomish,61,85+,18,Male,4370,4432.86,4452.74,4525.84,4707.68,4909.84
Spokane,63,0-4,1,Female,14946,14793.46,14801.92,14762.22,14575.61,14632.3
Spokane,63,0-4,1,Male,15327,15152.34,15316.47,15380.92,15301.46,15478.77
Spokane,63,9-May,2,Male,17118,16942.63,16870.22,16705.22,16525.05,16505.71
Spokane,63,9-May,2,Female,16076,15992.88,16047.13,16032.42,15997.7,16095.59
Spokane,63,14-Oct,3,Female,16694,16807.26,17053.56,17168.62,17216.88,17236.11
Spokane,63,14-Oct,3,Male,17607,17789.81,18135.01,18314.33,18384.92,18375.14
Spokane,63,15-19,4,Female,17464,17408.08,17703.45,17914.68,17855.41,18195.01
Spokane,63,15-19,4,Male,17956,17951.15,18305.53,18665.04,18471.04,18868.05
Spokane,63,20-24,5,Female,19487,19238.45,19940,19713.76,20452.27,20464.46
Spokane,63,20-24,5,Male,19923,19511.87,19983.37,19536.82,19924.75,19914.39
Spokane,63,25-29,6,Female,18365,18146.4,18232.83,17891.82,17731.38,18071.13
Spokane,63,25-29,6,Male,19263,18894.43,18876.29,18688.19,18601.31,18536.43
Spokane,63,30-34,7,Female,18266,18457.93,18555.62,18438.86,18500.55,18585.35
Spokane,63,30-34,7,Male,19098,19196.99,19339.77,19423.63,19354.05,19198.22
Spokane,63,35-39,8,Female,17801,18303.12,18667.05,18729.33,18779.3,19002.26
Spokane,63,35-39,8,Male,18559,18825.38,18970.1,18787.91,18882.15,19189.93
Spokane,63,45-49,10,Male,15423,14889.53,15060.97,15467.14,15815.97,16112.1
Spokane,63,45-49,10,Female,14951,14760.56,15148.1,15543.81,16012.4,16369.68
Spokane,63,50-54,11,Male,15344,15500.82,15645.66,15615.22,15638.65,15309.18
Spokane,63,50-54,11,Female,15573,15772.32,15962.39,15914.29,15773.13,15344.27
Spokane,63,55-59,12,Male,16831,16345.58,15944.08,15432.46,15039.05,15088.46
Spokane,63,55-59,12,Female,17771,17269.31,16841.19,16315.03,15965.26,15978.61
Spokane,63,60-64,13,Male,16650,16662.13,16754.19,16680.76,16545.07,16433.51
Spokane,63,60-64,13,Female,17971,18042.33,18194.5,18215.47,18138.2,18108.92
Spokane,63,65-69,14,Male,14911,15131.01,15413.27,15684.42,15866.81,16054.67
Spokane,63,65-69,14,Female,16446,16810.93,17246.14,17607.05,17879.95,18112.53
Spokane,63,70-74,15,Female,13232,13837.53,14409.5,15012.84,15469.51,15948.19
Spokane,63,70-74,15,Male,11876,12478.09,13062.69,13410.3,13758.56,14016.94
Spokane,63,75-79,16,Male,7282,7888.78,8580.96,9308.08,10018.97,10665.29
Spokane,63,75-79,16,Female,8882,9456.01,10086.01,10763,11477.4,12191.83
Spokane,63,80-84,17,Male,4342,4570.93,4810.43,5103.64,5447.98,5885.26
Spokane,63,80-84,17,Female,5806,6047.71,6326.94,6657.45,7055.52,7556.1
Spokane,63,40-44,18,Male,16079,16524.99,17108.25,17657.35,18081.87,18574.73
Spokane,63,40-44,18,Female,15717,16316.93,16902.42,17474.43,17953.3,18528.62
Spokane,63,85+,18,Female,6585,6593.41,6562.77,6644.23,6806.76,7053.39
Spokane,63,85+,18,Male,3717,3788.92,3841.19,3939.27,4101.81,4318.86
Stevens,65,0-4,1,Male,1101,1080.89,1095,1150.02,1158.12,1206.52
Stevens,65,0-4,1,Female,1101,1077.71,1086.73,1086.04,1094.61,1096.49
Stevens,65,9-May,2,Male,1416,1356.7,1309.32,1251.43,1198.33,1155.77
Stevens,65,9-May,2,Female,1306,1263.25,1237.19,1206.1,1178.26,1157.62
Stevens,65,14-Oct,3,Male,1587,1601,1618.39,1615.95,1588.59,1517.34
Stevens,65,14-Oct,3,Female,1505,1507.17,1513.37,1496.56,1461.99,1394.98
Stevens,65,15-19,4,Female,1347,1437.95,1477.88,1478.2,1546.82,1582.83
Stevens,65,15-19,4,Male,1432,1514.37,1559.42,1555.85,1625.27,1667.47
Stevens,65,20-24,5,Male,937.0001034,989.1007586,937.922937,982.9731418,1015.9,1108.79
Stevens,65,20-24,5,Female,886.0001229,940.7365767,897.5655121,952.4445479,993.9100065,1086.02
Stevens,65,25-29,6,Male,953.0000909,953.0068071,963.4640961,958.425799,957.5163981,994.24
Stevens,65,25-29,6,Female,968.0001107,935.380104,923.2049323,898.1417546,898.9477355,954.8
Stevens,65,30-34,7,Male,1123,1147.98,1152.64,1157.76,1176.41,1161.85
Stevens,65,30-34,7,Female,1109,1133.74,1155.83,1191.94,1207.52,1159.67
Stevens,65,35-39,8,Female,1196,1227.62,1256.77,1269.22,1263.94,1257.13
Stevens,65,35-39,8,Male,1250,1281.04,1313.29,1309.7,1305.2,1287.92
Stevens,65,45-49,10,Male,1262,1203.62,1201.94,1228.42,1258.75,1269.01
Stevens,65,45-49,10,Female,1230,1219.77,1253.03,1289.52,1330.37,1341.52
Stevens,65,50-54,11,Male,1396,1352.63,1340.92,1319.22,1311.5,1288.56
Stevens,65,50-54,11,Female,1482,1434.82,1395.08,1370.91,1323.01,1271.62
Stevens,65,55-59,12,Male,1781,1678.3,1593.94,1517.53,1456.18,1385.35
Stevens,65,55-59,12,Female,1800,1712.22,1653.31,1597.12,1541.54,1510.53
Stevens,65,60-64,13,Male,2176,2113.96,2037.77,1949.27,1856.96,1781.42
Stevens,65,60-64,13,Female,2207,2147.3,2075.3,1978.97,1893.85,1805.63
Stevens,65,65-69,14,Male,1979,2005.22,2062.22,2107.75,2134.56,2111.04
Stevens,65,65-69,14,Female,1984,2051.9,2129.2,2187.48,2214.47,2185.61
Stevens,65,70-74,15,Female,1560,1625.56,1708.64,1772.89,1830.3,1880.96
Stevens,65,70-74,15,Male,1742,1799.58,1846.23,1864.24,1868.06,1847.13
